Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role
Name : Vulture (Mad Dog) H | Tons: 60 | BV: 2,097 | PV: 48 | Role: Missile Boat
Name : Vulture (Mad Dog) S | Tons: 60 | BV: 2,676 | PV: 42 | Role: Skirmisher
Name : Arcas   | Tons: 65 | BV: 2,484 | PV: 44 | Role: Skirmisher
Name : Arcas 2 | Tons: 65 | BV: 2,835 | PV: 48 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) (Samantha) | Tons: 65 | BV: 2,372 | PV: 43 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) A | Tons: 65 | BV: 2,429 | PV: 41 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) B | Tons: 65 | BV: 2,535 | PV: 47 | Role: Sniper
Name : Cauldron-Born (Ebon Jaguar) C | Tons: 65 | BV: 1,831 | PV: 43 | Role: Missile Boat
Name : Cauldron-Born (Ebon Jaguar) D | Tons: 65 | BV: 2,228 | PV: 47 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) Prime | Tons: 65 | BV: 1,952 | PV: 41 | Role: Skirmisher
Name : Crossbow H | Tons: 65 | BV: 1,707 | PV: 41 | Role: Skirmisher
Name : Fire Scorpion 2 | Tons: 65 | BV: 1,749 | PV: 40 | Role: Missile Boat
Name : Ha Otoko   | Tons: 65 | BV: 1,873 | PV: 40 | Role: Missile Boat
Name : Linebacker A | Tons: 65 | BV: 2,264 | PV: 44 | Role: Sniper
Name : Linebacker B | Tons: 65 | BV: 2,048 | PV: 43 | Role: Skirmisher
Name : Linebacker C | Tons: 65 | BV: 2,075 | PV: 41 | Role: Skirmisher
Name : Linebacker D | Tons: 65 | BV: 2,039 | PV: 50 | Role: Skirmisher
Name : Linebacker E | Tons: 65 | BV: 1,846 | PV: 40 | Role: Skirmisher
Name : Linebacker Prime | Tons: 65 | BV: 2,390 | PV: 44 | Role: Skirmisher
Name : Loki (Hellbringer) C | Tons: 65 | BV: 2,076 | PV: 40 | Role: Striker
Name : Loki (Hellbringer) F | Tons: 65 | BV: 1,839 | PV: 39 | Role: Striker
Name : Loki (Hellbringer) H | Tons: 65 | BV: 1,952 | PV: 40 | Role: Sniper
Name : Loki (Hellbringer) J | Tons: 65 | BV: 2,415 | PV: 42 | Role: Scout
Name : Loki (Hellbringer) M | Tons: 65 | BV: 2,200 | PV: 42 | Role: Sniper
Name : Thunderbolt C 2 | Tons: 65 | BV: 2,170 | PV: 46 | Role: Juggernaut
Name : Archer (Wolf) | Tons: 70 | BV: 2,365 | PV: 51 | Role: Missile Boat
Name : Gallowglas WD | Tons: 70 | BV: 2,094 | PV: 43 | Role: Skirmisher
Name : Nova Cat A | Tons: 70 | BV: 2,629 | PV: 43 | Role: Sniper
Name : Nova Cat B | Tons: 70 | BV: 2,492 | PV: 53 | Role: Missile Boat
Name : Nova Cat C | Tons: 70 | BV: 1,944 | PV: 42 | Role: Sniper
Name : Nova Cat D | Tons: 70 | BV: 2,084 | PV: 40 | Role: Brawler
Name : Nova Cat Prime | Tons: 70 | BV: 2,530 | PV: 44 | Role: Sniper
Name : Thor (Summoner) E | Tons: 70 | BV: 2,612 | PV: 46 | Role: Skirmisher
Name : Thor (Summoner) F | Tons: 70 | BV: 2,186 | PV: 46 | Role: Skirmisher
Name : Thor (Summoner) H | Tons: 70 | BV: 2,536 | PV: 43 | Role: Skirmisher
Name : Thor (Summoner) M | Tons: 70 | BV: 2,251 | PV: 41 | Role: Sniper
Name : Mad Cat (Timber Wolf) (Bounty Hunter) | Tons: 75 | BV: 2,829 | PV: 59 | Role: Brawler
Name : Mad Cat (Timber Wolf) (Pryde) | Tons: 75 | BV: 2,900 | PV: 51 | Role: Missile Boat
Name : Mad Cat (Timber Wolf) E | Tons: 75 | BV: 2,444 | PV: 53 | Role: Sniper
Name : Mad Cat (Timber Wolf) H | Tons: 75 | BV: 2,627 | PV: 58 | Role: Missile Boat
Name : Mad Cat (Timber Wolf) N | Tons: 75 | BV: 2,862 | PV: 53 | Role: Brawler
Name : Mad Cat (Timber Wolf) S | Tons: 75 | BV: 2,462 | PV: 54 | Role: Skirmisher
Name : Mad Cat (Timber Wolf) TC | Tons: 75 | BV: 2,903 | PV: 52 | Role: Skirmisher
Name : Night Gyr A | Tons: 75 | BV: 2,680 | PV: 45 | Role: Skirmisher
Name : Night Gyr B | Tons: 75 | BV: 2,140 | PV: 38 | Role: Sniper
Name : Night Gyr C | Tons: 75 | BV: 2,468 | PV: 42 | Role: Skirmisher
Name : Night Gyr D | Tons: 75 | BV: 2,889 | PV: 46 | Role: Missile Boat
Name : Night Gyr E | Tons: 75 | BV: 2,717 | PV: 47 | Role: Skirmisher
Name : Night Gyr Prime | Tons: 75 | BV: 2,830 | PV: 47 | Role: Skirmisher
Name : Viper (Black Python)   | Tons: 75 | BV: 2,813 | PV: 46 | Role: Skirmisher
Name : Viper (Black Python) 2 | Tons: 75 | BV: 2,520 | PV: 44 | Role: Skirmisher
Name : Viper (Black Python) 5 | Tons: 75 | BV: 2,925 | PV: 46 | Role: Skirmisher
Name : Canis   | Tons: 80 | BV: 2,498 | PV: 44 | Role: Sniper
Name : Man O' War (Gargoyle) (Conal) | Tons: 80 | BV: 2,580 | PV: 50 | Role: Skirmisher
Name : Man O' War (Gargoyle) E | Tons: 80 | BV: 2,257 | PV: 56 | Role: Skirmisher
Name : Man O' War (Gargoyle) H | Tons: 80 | BV: 2,183 | PV: 50 | Role: Skirmisher
Name : Naga II H | Tons: 80 | BV: 2,284 | PV: 47 | Role: Brawler
Name : Warhammer IIC 3 | Tons: 80 | BV: 2,382 | PV: 49 | Role: Brawler
Name : Marauder IIC 8 | Tons: 85 | BV: 2,554 | PV: 53 | Role: Brawler
Name : Masakari (Warhawk) D | Tons: 85 | BV: 2,474 | PV: 53 | Role: Sniper
Name : Masakari (Warhawk) F | Tons: 85 | BV: 2,775 | PV: 55 | Role: Sniper
Name : Masakari (Warhawk) H | Tons: 85 | BV: 2,601 | PV: 53 | Role: Brawler
Name : Masakari (Warhawk) I | Tons: 85 | BV: 3,026 | PV: 54 | Role: Sniper
Name : Savage Coyote A | Tons: 85 | BV: 2,852 | PV: 52 | Role: Juggernaut
Name : Savage Coyote B | Tons: 85 | BV: 2,284 | PV: 51 | Role: Juggernaut
Name : Savage Coyote Prime | Tons: 85 | BV: 2,613 | PV: 55 | Role: Juggernaut
Name : Stalker STK-3F (Jamison) | Tons: 85 | BV: 2,707 | PV: 57 | Role: Missile Boat
Name : Kingfisher H | Tons: 90 | BV: 2,525 | PV: 52 | Role: Brawler
Name : Star Adder (Blood Asp) A | Tons: 90 | BV: 3,452 | PV: 54 | Role: Brawler
Name : Star Adder (Blood Asp) B | Tons: 90 | BV: 2,885 | PV: 62 | Role: Missile Boat
Name : Star Adder (Blood Asp) C | Tons: 90 | BV: 2,270 | PV: 51 | Role: Brawler
Name : Star Adder (Blood Asp) D | Tons: 90 | BV: 2,396 | PV: 50 | Role: Brawler
Name : Star Adder (Blood Asp) Prime | Tons: 90 | BV: 2,654 | PV: 57 | Role: Brawler
Name : Gladiator (Executioner) E | Tons: 95 | BV: 2,988 | PV: 58 | Role: Skirmisher
Name : Gladiator (Executioner) H | Tons: 95 | BV: 3,059 | PV: 53 | Role: Skirmisher
Name : Gladiator (Executioner) TC | Tons: 95 | BV: 3,363 | PV: 63 | Role: Skirmisher
Name : Turkina A | Tons: 95 | BV: 2,906 | PV: 56 | Role: Missile Boat
Name : Turkina B | Tons: 95 | BV: 3,420 | PV: 58 | Role: Juggernaut
Name : Turkina C | Tons: 95 | BV: 2,798 | PV: 54 | Role: Juggernaut
Name : Turkina D | Tons: 95 | BV: 3,132 | PV: 64 | Role: Juggernaut
Name : Turkina M | Tons: 95 | BV: 2,495 | PV: 49 | Role: Sniper
Name : Turkina Prime | Tons: 95 | BV: 2,944 | PV: 56 | Role: Sniper
Name : Behemoth (Stone Rhino) 2 | Tons: 100 | BV: 3,107 | PV: 52 | Role: Juggernaut
Name : Daishi (Dire Wolf) "Prometheus" | Tons: 100 | BV: 2,900 | PV: 55 | Role: Juggernaut
Name : Daishi (Dire Wolf) "Widowmaker" | Tons: 100 | BV: 3,041 | PV: 59 | Role: Juggernaut
Name : Daishi (Dire Wolf) (Hohiro) | Tons: 100 | BV: 3,048 | PV: 61 | Role: Sniper
Name : Daishi (Dire Wolf) C | Tons: 100 | BV: 3,610 | PV: 64 | Role: Juggernaut
Name : Daishi (Dire Wolf) H | Tons: 100 | BV: 2,992 | PV: 56 | Role: Juggernaut
Name : Daishi (Dire Wolf) S | Tons: 100 | BV: 2,985 | PV: 58 | Role: Juggernaut
Name : Daishi (Dire Wolf) W | Tons: 100 | BV: 2,951 | PV: 59 | Role: Juggernaut
Name : Daishi (Dire Wolf) X | Tons: 100 | BV: 2,645 | PV: 57 | Role: Juggernaut
Name : Iron Cheetah A | Tons: 100 | BV: 2,708 | PV: 59 | Role: Juggernaut
Name : Iron Cheetah B | Tons: 100 | BV: 3,303 | PV: 57 | Role: Juggernaut
Name : Iron Cheetah C | Tons: 100 | BV: 2,915 | PV: 57 | Role: Brawler
Name : Iron Cheetah D | Tons: 100 | BV: 2,871 | PV: 54 | Role: Brawler
Name : Iron Cheetah Prime | Tons: 100 | BV: 3,155 | PV: 58 | Role: Sniper
Name : Kodiak 5 | Tons: 100 | BV: 3,067 | PV: 56 | Role: Brawler
Name : Kraken (Bane) 2 | Tons: 100 | BV: 2,502 | PV: 55 | Role: Sniper
Name : Kraken (Bane) 3 | Tons: 100 | BV: 2,941 | PV: 69 | Role: Missile Boat
